  	  	01	0C	--- sld0C
  	57	01	0C	D-7 sld0C
  	  	01	0C	--- sld0C
  	54	01	0C	B-6 sld0C
  	  	01	0C	--- sld0C
  	50	01	0C	G-6 sld0C
  	  	01	0C	--- sld0C
  	54	01	0C	B-6 sld0C
  	  	01	0C	--- sld0C
  	59	01	0C	E-7 sld0C
  	  	01	0C	--- sld0C
  	54	01	0C	B-6 sld0C
  	  	01	0C	--- sld0C
  	50	01	0C	G-6 sld0C
  	  	01	0C	--- sld0C
  	54	01	0C	B-6 sld0C
  	  	01	0C	--- sld0C
  	59	01	0C	E-7 sld0C
  	  	01	0C	--- sld0C
  	54	01	0C	B-6 sld0C
  	  	01	0C	--- sld0C
  	50	01	0C	G-6 sld0C
  	  	01	0C	--- sld0C
  	54	01	0C	B-6 sld0C
  	  	01	0C	--- sld0C
  	57	01	0C	D-7 sld0C
  	  	01	0C	--- sld0C
  	54	01	0C	B-6 sld0C
  	  	01	0C	--- sld0C
  	50	01	0C	G-6 sld0C
  	  	01	0C	--- sld0C
  	54	01	0C	B-6 sld0C
  	  	01	0C	--- sld0C
  	57	01	0C	D-7 sld0C
  	  	01	0C	--- sld0C
  	54	01	0C	B-6 sld0C
  	  	01	0C	--- sld0C
  	52	01	0C	A-6 sld0C
  	  	01	0C	--- sld0C
  	54	01	0C	B-6 sld0C
  	  	01	0C	--- sld0C
  	59	01	0C	E-7 sld0C
  	  	01	0C	--- sld0C
  	54	01	0C	B-6 sld0C
  	  	01	0C	--- sld0C
  	52	01	0C	A-6 sld0C
  	  	01	0C	--- sld0C
  	54	01	0C	B-6 sld0C
  	  	01	0C	--- sld0C
  	59	01	0C	E-7 sld0C
  	  	01	0C	--- sld0C
  	54	01	0C	B-6 sld0C
  	  	01	0C	--- sld0C
  	50	01	0C	G-6 sld0C
  	  	01	0C	--- sld0C
  	54	01	0C	B-6 sld0C
  	  	01	0C	--- sld0C
  	57	01	0C	D-7 sld0C
  	  	01	0C	--- sld0C
  	54	01	0C	B-6 sld0C
  	  	01	0C	--- sld0C
  	50	01	0C	G-6 sld0C
  	  	01	0C	--- sld0C
  	54	01	0C	B-6 sld0C
  	  	01	0C	--- sld0C
  	57	01	0C	D-7 sld0C
  	  	01	0C	--- sld0C
  	54	03	F2	B-6 porF2
07	4B	03	81	D-6 i07 por81
  	  	03	E7	--- porE7
  	  	03	94	--- por94
  	  	08	F2	--- arpF2
  	  	03	82	--- por82
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	03	83	--- por83
  	  	03	E7	--- porE7
  	  	  	  	---
  	  	  	  	---
  	  	03	84	--- por84
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	03	85	--- por85
  	  	03	E7	--- porE7
  	  	  	  	---
  	  	  	  	---
  	  	03	86	--- por86
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	03	87	--- por87
  	  	03	E7	--- porE7
  	  	  	  	---
  	  	  	  	---
  	  	03	88	--- por88
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	03	89	--- por89
  	  	03	E7	--- porE7
  	  	  	  	---
  	  	  	  	---
  	  	03	8A	--- por8A
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	03	8B	--- por8B
  	  	03	E7	--- porE7
  	  	  	  	---
  	  	  	  	---
  	  	03	8C	--- por8C
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	03	8D	--- por8D
  	  	03	E7	--- porE7
  	  	  	  	---
  	  	  	  	---
  	  	03	8E	--- por8E
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	03	8F	--- por8F
  	  	03	E7	--- porE7
  	  	  	  	---
  	  	  	  	---
  	  	03	8F	--- por8F
  	  	  	  	---
04	33	08	  	D-4 i04 arp00
  	  	  	  	---
04	3C	02	20	B-4 i04 pls20
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
04	3C	  	  	B-4 i04
04	3F	02	10	D-5 i04 pls10
04	3A	02	10	A-4 i04 pls10
  	  	02	10	--- pls10
04	38	  	  	G-4 i04
  	  	  	  	---
04	35	02	10	E-4 i04 pls10
  	  	02	10	--- pls10
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
04	33	  	  	D-4 i04
  	  	  	  	---
04	3C	02	10	B-4 i04 pls10
  	  	02	10	--- pls10
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
04	3F	  	  	D-5 i04
04	3C	02	10	B-4 i04 pls10
04	41	02	10	E-5 i04 pls10
  	  	02	10	--- pls10
04	3F	  	  	D-5 i04
  	  	  	  	---
04	41	02	10	E-5 i04 pls10
  	  	02	10	--- pls10
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	61	  	  	OFF
  	  	  	  	---
04	41	  	  	E-5 i04
  	  	03	0C	--- por0C
04	3F	02	10	D-5 i04 pls10
  	  	02	10	--- pls10
04	3C	  	  	B-4 i04
04	3A	02	10	A-4 i04 pls10
04	38	02	10	G-4 i04 pls10
  	  	02	10	--- pls10
04	3C	  	  	B-4 i04
  	  	  	  	---
04	3A	  	  	A-4 i04
04	38	02	10	G-4 i04 pls10
04	35	02	10	E-4 i04 pls10
  	  	02	10	--- pls10
04	33	  	  	D-4 i04
  	  	  	  	---
04	38	02	10	G-4 i04 pls10
  	  	02	10	--- pls10
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
04	41	  	  	E-5 i04
  	  	03	0C	--- por0C
04	3F	02	10	D-5 i04 pls10
  	  	02	10	--- pls10
04	3C	  	  	B-4 i04
04	3A	02	10	A-4 i04 pls10
04	38	02	10	G-4 i04 pls10
  	  	02	10	--- pls10
04	3C	  	  	B-4 i04
  	  	  	  	---
04	3A	  	  	A-4 i04
04	38	02	10	G-4 i04 pls10
04	35	02	10	E-4 i04 pls10
  	  	02	10	--- pls10
04	33	  	  	D-4 i04
  	  	  	  	---
04	38	02	10	G-4 i04 pls10
  	  	02	10	--- pls10
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
04	3F	  	  	D-5 i04
  	  	  	  	---
04	3C	02	20	B-4 i04 pls20
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
04	3C	  	  	B-4 i04
04	3F	02	10	D-5 i04 pls10
04	3A	02	10	A-4 i04 pls10
  	  	02	10	--- pls10
04	38	  	  	G-4 i04
  	  	  	  	---
04	35	02	10	E-4 i04 pls10
  	  	02	10	--- pls10
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
04	33	  	  	D-4 i04
  	  	  	  	---
04	3C	02	10	B-4 i04 pls10
  	  	02	10	--- pls10
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
04	3F	  	  	D-5 i04
04	3C	02	10	B-4 i04 pls10
04	41	02	10	E-5 i04 pls10
  	  	02	10	--- pls10
04	3F	  	  	D-5 i04
  	  	  	  	---
04	41	02	10	E-5 i04 pls10
  	  	02	10	--- pls10
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	61	  	  	OFF
  	  	  	  	---
04	41	  	  	E-5 i04
  	  	03	0C	--- por0C
04	3F	02	10	D-5 i04 pls10
  	  	02	10	--- pls10
04	3C	  	  	B-4 i04
04	3A	02	10	A-4 i04 pls10
04	38	02	10	G-4 i04 pls10
  	  	02	10	--- pls10
04	3C	  	  	B-4 i04
  	  	  	  	---
04	3A	  	  	A-4 i04
04	38	02	10	G-4 i04 pls10
04	35	02	10	E-4 i04 pls10
  	  	02	10	--- pls10
04	33	  	  	D-4 i04
  	  	  	  	---
04	38	02	10	G-4 i04 pls10
  	  	02	10	--- pls10
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
04	41	  	  	E-5 i04
  	  	03	0C	--- por0C
04	3F	02	10	D-5 i04 pls10
  	  	02	10	--- pls10
04	3C	  	  	B-4 i04
04	3A	02	10	A-4 i04 pls10
04	38	02	10	G-4 i04 pls10
  	  	02	10	--- pls10
04	3C	  	  	B-4 i04
  	  	  	  	---
04	3A	  	  	A-4 i04
04	38	02	10	G-4 i04 pls10
04	35	02	10	E-4 i04 pls10
  	  	02	10	--- pls10
04	33	  	  	D-4 i04
  	  	  	  	---
04	38	02	10	G-4 i04 pls10
  	  	02	10	--- pls10
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
04	3F	  	  	D-5 i04
  	  	  	  	---
04	50	  	  	G-6 i04
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
04	50	  	  	G-6 i04
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
04	50	  	  	G-6 i04
  	  	  	  	---
04	52	02	20	A-6 i04 pls20
  	  	02	20	--- pls20
04	52	  	  	A-6 i04
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
04	50	  	  	G-6 i04
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
04	50	  	  	G-6 i04
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
04	50	  	  	G-6 i04
  	  	  	  	---
04	52	02	20	A-6 i04 pls20
  	  	02	20	--- pls20
04	52	  	  	A-6 i04
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
04	50	  	  	G-6 i04
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
04	50	  	  	G-6 i04
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
04	50	  	  	G-6 i04
  	  	  	  	---
04	52	02	20	A-6 i04 pls20
  	  	02	20	--- pls20
04	52	  	  	A-6 i04
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
04	50	  	  	G-6 i04
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
04	50	  	  	G-6 i04
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
04	50	  	  	G-6 i04
  	  	  	  	---
04	52	02	20	A-6 i04 pls20
  	  	02	20	--- pls20
04	52	  	  	A-6 i04
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
09	44	  	  	G-5 i09
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
09	41	  	  	E-5 i09
09	3F	  	  	D-5 i09
09	41	  	  	E-5 i09
  	  	  	  	---
09	3F	  	  	D-5 i09
  	  	  	  	---
09	3C	  	  	B-4 i09
09	3A	  	  	A-4 i09
09	38	  	  	G-4 i09
  	  	  	  	---
09	3A	  	  	A-4 i09
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
09	3F	  	  	D-5 i09
09	41	  	  	E-5 i09
09	44	  	  	G-5 i09
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
09	41	  	  	E-5 i09
09	3F	  	  	D-5 i09
09	41	  	  	E-5 i09
  	  	  	  	---
09	3F	  	  	D-5 i09
  	  	  	  	---
09	3C	  	  	B-4 i09
09	3A	  	  	A-4 i09
09	38	  	  	G-4 i09
  	  	  	  	---
09	3A	  	  	A-4 i09
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
09	3F	  	  	D-5 i09
09	41	  	  	E-5 i09
09	44	  	  	G-5 i09
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
09	41	  	  	E-5 i09
09	3F	  	  	D-5 i09
09	41	  	  	E-5 i09
  	  	  	  	---
09	3D	  	  	C-5 i09
  	  	  	  	---
09	3A	  	  	A-4 i09
09	38	  	  	G-4 i09
09	38	  	  	G-4 i09
  	  	  	  	---
09	3A	  	  	A-4 i09
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
09	3F	  	  	D-5 i09
09	41	  	  	E-5 i09
09	44	  	  	G-5 i09
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
09	41	  	  	E-5 i09
09	3F	  	  	D-5 i09
09	41	  	  	E-5 i09
  	  	  	  	---
09	3D	  	  	C-5 i09
  	  	  	  	---
09	3A	  	  	A-4 i09
09	38	  	  	G-4 i09
09	38	  	  	G-4 i09
  	  	  	  	---
09	3A	  	  	A-4 i09
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
09	3F	  	  	D-5 i09
09	41	  	  	E-5 i09
09	44	  	  	G-5 i09
  	  	  	  	---
09	46	  	  	A-5 i09
09	44	  	  	G-5 i09
09	48	  	  	B-5 i09
09	46	  	  	A-5 i09
09	44	  	  	G-5 i09
09	41	  	  	E-5 i09
09	3F	  	  	D-5 i09
09	41	  	  	E-5 i09
09	44	  	  	G-5 i09
  	  	  	  	---
09	46	  	  	A-5 i09
  	  	  	  	---
09	44	  	  	G-5 i09
  	  	  	  	---
09	46	  	  	A-5 i09
  	  	  	  	---
09	44	  	  	G-5 i09
09	41	  	  	E-5 i09
09	44	  	  	G-5 i09
09	48	  	  	B-5 i09
09	46	  	  	A-5 i09
  	  	  	  	---
09	4D	  	  	E-6 i09
  	  	  	  	---
09	4B	  	  	D-6 i09
  	  	  	  	---
09	46	  	  	A-5 i09
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
09	44	  	  	G-5 i09
  	  	  	  	---
09	46	  	  	A-5 i09
09	44	  	  	G-5 i09
09	48	  	  	B-5 i09
09	46	  	  	A-5 i09
09	44	  	  	G-5 i09
09	41	  	  	E-5 i09
09	3F	  	  	D-5 i09
09	41	  	  	E-5 i09
09	44	  	  	G-5 i09
  	  	  	  	---
09	46	  	  	A-5 i09
  	  	  	  	---
09	44	  	  	G-5 i09
  	  	  	  	---
09	46	  	  	A-5 i09
  	  	  	  	---
09	44	  	  	G-5 i09
09	41	  	  	E-5 i09
09	44	  	  	G-5 i09
09	48	  	  	B-5 i09
09	46	  	  	A-5 i09
  	  	  	  	---
09	4D	  	  	E-6 i09
  	  	  	  	---
09	4B	  	  	D-6 i09
  	  	  	  	---
09	46	  	  	A-5 i09
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
0A	4D	01	0C	E-6 i10 sld0C
  	  	01	0C	--- sld0C
  	  	01	0C	--- sld0C
  	  	01	0C	--- sld0C
  	  	01	0C	--- sld0C
  	  	01	0C	--- sld0C
0A	4B	01	0C	D-6 i10 sld0C
0A	49	01	0C	C-6 i10 sld0C
0A	4B	01	0C	D-6 i10 sld0C
  	  	01	0C	--- sld0C
0A	49	01	0C	C-6 i10 sld0C
  	  	01	0C	--- sld0C
0A	46	01	0C	A-5 i10 sld0C
0A	44	01	0C	G-5 i10 sld0C
0A	46	01	0C	A-5 i10 sld0C
0A	49	01	0C	C-6 i10 sld0C
0A	4B	01	0C	D-6 i10 sld0C
  	  	01	0C	--- sld0C
  	  	01	0C	--- sld0C
  	  	01	0C	--- sld0C
0A	49	01	0C	C-6 i10 sld0C
  	  	01	0C	--- sld0C
  	  	01	0C	--- sld0C
  	  	01	0C	--- sld0C
0A	46	01	0C	A-5 i10 sld0C
  	  	01	0C	--- sld0C
  	  	01	0C	--- sld0C
  	  	01	0C	--- sld0C
  	  	01	0C	--- sld0C
  	  	01	0C	--- sld0C
0A	49	01	0C	C-6 i10 sld0C
0A	4B	01	0C	D-6 i10 sld0C
0A	4D	01	0C	E-6 i10 sld0C
  	  	01	0C	--- sld0C
  	  	01	0C	--- sld0C
  	  	01	0C	--- sld0C
0A	50	01	0C	G-6 i10 sld0C
  	  	01	0C	--- sld0C
0A	4D	01	0C	E-6 i10 sld0C
  	  	01	0C	--- sld0C
0A	52	01	0C	A-6 i10 sld0C
  	  	01	0C	--- sld0C
0A	50	01	0C	G-6 i10 sld0C
  	  	01	0C	--- sld0C
0A	4D	01	0C	E-6 i10 sld0C
0A	4B	01	0C	D-6 i10 sld0C
0A	49	01	0C	C-6 i10 sld0C
0A	4D	01	0C	E-6 i10 sld0C
0A	4B	01	0C	D-6 i10 sld0C
  	  	01	0C	--- sld0C
  	  	01	0C	--- sld0C
  	  	01	0C	--- sld0C
0A	49	01	0C	C-6 i10 sld0C
  	  	01	0C	--- sld0C
  	  	01	0C	--- sld0C
  	  	01	0C	--- sld0C
0A	46	01	0C	A-5 i10 sld0C
  	  	01	0C	--- sld0C
  	  	01	0C	--- sld0C
  	  	01	0C	--- sld0C
  	  	01	0C	--- sld0C
  	  	01	0C	--- sld0C
0A	46	01	0C	A-5 i10 sld0C
  	  	01	0C	--- sld0C
0A	44	01	0C	G-5 i10 sld0C
  	  	01	0C	--- sld0C
  	  	01	0C	--- sld0C
  	  	01	0C	--- sld0C
  	  	01	0C	--- sld0C
  	  	01	0C	--- sld0C
0A	41	01	0C	E-5 i10 sld0C
0A	3F	01	0C	D-5 i10 sld0C
0A	41	01	0C	E-5 i10 sld0C
  	  	01	0C	--- sld0C
0A	3D	01	0C	C-5 i10 sld0C
  	  	01	0C	--- sld0C
0A	3A	01	0C	A-4 i10 sld0C
0A	38	01	0C	G-4 i10 sld0C
0A	38	01	0C	G-4 i10 sld0C
  	  	01	0C	--- sld0C
0A	3A	01	0C	A-4 i10 sld0C
  	  	01	0C	--- sld0C
  	  	01	0C	--- sld0C
  	  	01	0C	--- sld0C
  	  	01	0C	--- sld0C
  	  	01	0C	--- sld0C
  	  	01	0C	--- sld0C
  	  	01	0C	--- sld0C
  	  	01	0C	--- sld0C
  	  	01	0C	--- sld0C
  	  	01	0C	--- sld0C
  	  	01	0C	--- sld0C
  	  	01	0C	--- sld0C
  	  	01	0C	--- sld0C
0A	3F	01	0C	D-5 i10 sld0C
0A	41	01	0C	E-5 i10 sld0C
0A	44	01	0C	G-5 i10 sld0C
  	  	01	0C	--- sld0C
  	  	01	0C	--- sld0C
